Rule_ID,e_d (Forward Distance Error),e_d_dot (Forward Distance Error Rate),e_l (Lateral Error),e_l_dot (Lateral Error Rate),v (Linear Velocity),omega (Angular Velocity)
132,N,NB,NS,NS,S,PB
133,N,NB,NS,ZO,S,PB
134,N,NB,NS,PS,S,PB
135,N,NB,NS,PB,S,PB
136,N,NB,ZO,NB,S,PB
137,N,NB,ZO,NS,S,PB
138,N,NB,ZO,ZO,S,ZO
139,N,NB,ZO,PS,S,NB
140,N,NB,ZO,PB,S,NB
141,N,NB,PS,NB,S,NB
142,N,NB,PS,NS,S,NB
143,N,NB,PS,ZO,S,NB
144,N,NB,PS,PS,S,NB
145,N,NB,PS,PB,S,NB
146,N,NB,PB,NB,S,NB
147,N,NB,PB,NS,S,NB
148,N,NB,PB,ZO,S,NB
149,N,NB,PB,PS,S,NB
150,N,NB,PB,PB,S,NB
151,N,NS,NB,NB,S,PB
152,N,NS,NB,NS,S,PB
153,N,NS,NB,ZO,S,PB
154,N,NS,NB,PS,S,PB
155,N,NS,NB,PB,S,PB
156,N,NS,NS,NB,VS,PB
157,N,NS,NS,NS,VS,PB
158,N,NS,NS,ZO,VS,PB
159,N,NS,NS,PS,VS,PB
160,N,NS,NS,PB,VS,PB
161,N,NS,ZO,NB,VS,PB
162,N,NS,ZO,NS,VS,PB
163,N,NS,ZO,ZO,VS,ZO
164,N,NS,ZO,PS,VS,NB
165,N,NS,ZO,PB,VS,NB
166,N,NS,PS,NB,VS,NB
167,N,NS,PS,NS,VS,NB
168,N,NS,PS,ZO,VS,NB
169,N,NS,PS,PS,VS,NB
170,N,NS,PS,PB,VS,NB
171,N,NS,PB,NB,S,NB
172,N,NS,PB,NS,S,NB
173,N,NS,PB,ZO,S,NB
174,N,NS,PB,PS,S,NB
175,N,NS,PB,PB,S,NB
176,N,ZO,NB,NB,S,PB
177,N,ZO,NB,NS,S,PB
178,N,ZO,NB,ZO,S,PB
179,N,ZO,NB,PS,S,PB
180,N,ZO,NB,PB,S,PB
181,N,ZO,NS,NB,VS,PB
182,N,ZO,NS,NS,VS,PB
183,N,ZO,NS,ZO,VS,PB
184,N,ZO,NS,PS,VS,PB
185,N,ZO,NS,PB,VS,PB
186,N,ZO,ZO,NB,VS,PB
187,N,ZO,ZO,NS,VS,PB
188,N,ZO,ZO,ZO,VS,ZO
189,N,ZO,ZO,PS,VS,NB
190,N,ZO,ZO,PB,VS,NB
191,N,ZO,PS,NB,VS,NB
192,N,ZO,PS,NS,VS,NB
193,N,ZO,PS,ZO,VS,NB
194,N,ZO,PS,PS,VS,NB
195,N,ZO,PS,PB,VS,NB
196,N,ZO,PB,NB,S,NB
197,N,ZO,PB,NS,S,NB
198,N,ZO,PB,ZO,S,NB
199,N,ZO,PB,PS,S,NB
200,N,ZO,PB,PB,S,NB
201,N,PS,NB,NB,VS,PB
202,N,PS,NB,NS,VS,PB
203,N,PS,NB,ZO,VS,PB
204,N,PS,NB,PS,VS,PB
205,N,PS,NB,PB,VS,PB
206,N,PS,NS,NB,SL,PB
207,N,PS,NS,NS,SL,PB
208,N,PS,NS,ZO,SL,PB
209,N,PS,NS,PS,SL,PB
210,N,PS,NS,PB,SL,PB
211,N,PS,ZO,NB,SL,PB
212,N,PS,ZO,NS,SL,PB
213,N,PS,ZO,ZO,SL,ZO
214,N,PS,ZO,PS,SL,NB
215,N,PS,ZO,PB,SL,NB
216,N,PS,PS,NB,SL,NB
217,N,PS,PS,NS,SL,NB
218,N,PS,PS,ZO,SL,NB
219,N,PS,PS,PS,SL,NB
220,N,PS,PS,PB,SL,NB
221,N,PS,PB,NB,VS,NB
222,N,PS,PB,NS,VS,NB
223,N,PS,PB,ZO,VS,NB
224,N,PS,PB,PS,VS,NB
225,N,PS,PB,PB,VS,NB
226,N,PB,NB,NB,VS,PB
227,N,PB,NB,NS,VS,PB
228,N,PB,NB,ZO,VS,PB
229,N,PB,NB,PS,VS,PB
230,N,PB,NB,PB,VS,PB
231,N,PB,NS,NB,SL,PB
232,N,PB,NS,NS,SL,PB
233,N,PB,NS,ZO,SL,PB
234,N,PB,NS,PS,SL,PB
235,N,PB,NS,PB,SL,PB
236,N,PB,ZO,NB,SL,PB
237,N,PB,ZO,NS,SL,PB
238,N,PB,ZO,ZO,SL,ZO
239,N,PB,ZO,PS,SL,NB
240,N,PB,ZO,PB,SL,NB
241,N,PB,PS,NB,SL,NB
242,N,PB,PS,NS,SL,NB
243,N,PB,PS,ZO,SL,NB
244,N,PB,PS,PS,SL,NB
245,N,PB,PS,PB,SL,NB
246,N,PB,PB,NB,VS,NB
247,N,PB,PB,NS,VS,NB
248,N,PB,PB,ZO,VS,NB
249,N,PB,PB,PS,VS,NB
250,N,PB,PB,PB,VS,NB
251,M,NB,NB,NB,VS,PB
252,M,NB,NB,NS,VS,PB
253,M,NB,NB,ZO,VS,PB
254,M,NB,NB,PS,VS,PS
255,M,NB,NB,PB,VS,PS
256,M,NB,NS,NB,SL,PB
257,M,NB,NS,NS,SL,PB
258,M,NB,NS,ZO,SL,PS
259,M,NB,NS,PS,SL,PS
260,M,NB,NS,PB,SL,PS
261,M,NB,ZO,NB,SL,PS
262,M,NB,ZO,NS,SL,PS
263,M,NB,ZO,ZO,SL,ZO
264,M,NB,ZO,PS,SL,NS
265,M,NB,ZO,PB,SL,NS
266,M,NB,PS,NB,SL,NS
267,M,NB,PS,NS,SL,NS
268,M,NB,PS,ZO,SL,NS
269,M,NB,PS,PS,SL,NB
270,M,NB,PS,PB,SL,NB
271,M,NB,PB,NB,VS,NS
272,M,NB,PB,NS,VS,NS
273,M,NB,PB,ZO,VS,NB
274,M,NB,PB,PS,VS,NB
275,M,NB,PB,PB,VS,NB
276,M,NS,NB,NB,VS,PB
277,M,NS,NB,NS,VS,PB
278,M,NS,NB,ZO,VS,PB
279,M,NS,NB,PS,VS,PS
280,M,NS,NB,PB,VS,PS
281,M,NS,NS,NB,SL,PB
282,M,NS,NS,NS,SL,PB
283,M,NS,NS,ZO,SL,PS
284,M,NS,NS,PS,SL,PS
285,M,NS,NS,PB,SL,PS
286,M,NS,ZO,NB,SL,PS
287,M,NS,ZO,NS,SL,PS
288,M,NS,ZO,ZO,SL,ZO
289,M,NS,ZO,PS,SL,NS
290,M,NS,ZO,PB,SL,NS
291,M,NS,PS,NB,SL,NS
292,M,NS,PS,NS,SL,NS
293,M,NS,PS,ZO,SL,NS
294,M,NS,PS,PS,SL,NB
295,M,NS,PS,PB,SL,NB
296,M,NS,PB,NB,VS,NS
297,M,NS,PB,NS,VS,NS
298,M,NS,PB,ZO,VS,NB
299,M,NS,PB,PS,VS,NB
300,M,NS,PB,PB,VS,NB
301,M,ZO,NB,NB,VS,PB
302,M,ZO,NB,NS,VS,PB
303,M,ZO,NB,ZO,VS,PB
304,M,ZO,NB,PS,VS,PS
305,M,ZO,NB,PB,VS,PS
306,M,ZO,NS,NB,SL,PB
307,M,ZO,NS,NS,SL,PB
308,M,ZO,NS,ZO,SL,PS
309,M,ZO,NS,PS,SL,PS
310,M,ZO,NS,PB,SL,PS
311,M,ZO,ZO,NB,SL,PS
312,M,ZO,ZO,NS,SL,PS
313,M,ZO,ZO,ZO,SL,ZO
314,M,ZO,ZO,PS,SL,NS
315,M,ZO,ZO,PB,SL,NS
316,M,ZO,PS,NB,SL,NS
317,M,ZO,PS,NS,SL,NS
318,M,ZO,PS,ZO,SL,NS
319,M,ZO,PS,PS,SL,NB
320,M,ZO,PS,PB,SL,NB
321,M,ZO,PB,NB,VS,NS
322,M,ZO,PB,NS,VS,NS
323,M,ZO,PB,ZO,VS,NB
324,M,ZO,PB,PS,VS,NB
325,M,ZO,PB,PB,VS,NB
326,M,PS,NB,NB,SL,PB
327,M,PS,NB,NS,SL,PB
328,M,PS,NB,ZO,SL,PB
329,M,PS,NB,PS,SL,PS
330,M,PS,NB,PB,SL,PS
331,M,PS,NS,NB,M,PB
332,M,PS,NS,NS,M,PB
333,M,PS,NS,ZO,M,PS
334,M,PS,NS,PS,M,PS
335,M,PS,NS,PB,M,PS
336,M,PS,ZO,NB,M,PS
337,M,PS,ZO,NS,M,PS
338,M,PS,ZO,ZO,M,ZO
339,M,PS,ZO,PS,M,NS
340,M,PS,ZO,PB,M,NS
341,M,PS,PS,NB,M,NS
342,M,PS,PS,NS,M,NS
343,M,PS,PS,ZO,M,NS
344,M,PS,PS,PS,M,NB
345,M,PS,PS,PB,M,NB
346,M,PS,PB,NB,SL,NS
347,M,PS,PB,NS,SL,NS
348,M,PS,PB,ZO,SL,NB
349,M,PS,PB,PS,SL,NB
350,M,PS,PB,PB,SL,NB
351,M,PB,NB,NB,M,PB
352,M,PB,NB,NS,M,PB
353,M,PB,NB,ZO,M,PB
354,M,PB,NB,PS,M,PS
355,M,PB,NB,PB,M,PS
356,M,PB,NS,NB,F,PB
357,M,PB,NS,NS,F,PB
358,M,PB,NS,ZO,F,PS
359,M,PB,NS,PS,F,PS
360,M,PB,NS,PB,F,PS
361,M,PB,ZO,NB,F,PS
362,M,PB,ZO,NS,F,PS
363,M,PB,ZO,ZO,F,ZO
364,M,PB,ZO,PS,F,NS
365,M,PB,ZO,PB,F,NS
366,M,PB,PS,NB,F,NS
367,M,PB,PS,NS,F,NS
368,M,PB,PS,ZO,F,NS
369,M,PB,PS,PS,F,NB
370,M,PB,PS,PB,F,NB
371,M,PB,PB,NB,M,NS
372,M,PB,PB,NS,M,NS
373,M,PB,PB,ZO,M,NB
374,M,PB,PB,PS,M,NB
375,M,PB,PB,PB,M,NB
376,F,NB,NB,NB,VS,PS
377,F,NB,NB,NS,VS,PS
378,F,NB,NB,ZO,VS,PS
379,F,NB,NB,PS,VS,ZO
380,F,NB,NB,PB,VS,ZO
381,F,NB,NS,NB,SL,PS
382,F,NB,NS,NS,SL,PS
383,F,NB,NS,ZO,SL,ZO
384,F,NB,NS,PS,SL,ZO
385,F,NB,NS,PB,SL,ZO
386,F,NB,ZO,NB,SL,ZO
387,F,NB,ZO,NS,SL,ZO
388,F,NB,ZO,ZO,SL,ZO
389,F,NB,ZO,PS,SL,ZO
390,F,NB,ZO,PB,SL,ZO
391,F,NB,PS,NB,SL,ZO
392,F,NB,PS,NS,SL,ZO
393,F,NB,PS,ZO,SL,ZO
394,F,NB,PS,PS,SL,NS
395,F,NB,PS,PB,SL,NS
396,F,NB,PB,NB,VS,ZO
397,F,NB,PB,NS,VS,ZO
398,F,NB,PB,ZO,VS,NS
399,F,NB,PB,PS,VS,NS
400,F,NB,PB,PB,VS,NS
401,F,NS,NB,NB,SL,PS
402,F,NS,NB,NS,SL,PS
403,F,NS,NB,ZO,SL,PS
404,F,NS,NB,PS,SL,ZO
405,F,NS,NB,PB,SL,ZO
406,F,NS,NS,NB,M,PS
407,F,NS,NS,NS,M,PS
408,F,NS,NS,ZO,M,ZO
409,F,NS,NS,PS,M,ZO
410,F,NS,NS,PB,M,ZO
411,F,NS,ZO,NB,M,ZO
412,F,NS,ZO,NS,M,ZO
413,F,NS,ZO,ZO,M,ZO
414,F,NS,ZO,PS,M,ZO
415,F,NS,ZO,PB,M,ZO
416,F,NS,PS,NB,M,ZO
417,F,NS,PS,NS,M,ZO
418,F,NS,PS,ZO,M,ZO
419,F,NS,PS,PS,M,NS
420,F,NS,PS,PB,M,NS
421,F,NS,PB,NB,SL,ZO
422,F,NS,PB,NS,SL,ZO
423,F,NS,PB,ZO,SL,NS
424,F,NS,PB,PS,SL,NS
425,F,NS,PB,PB,SL,NS
426,F,ZO,NB,NB,SL,PS
427,F,ZO,NB,NS,SL,PS
428,F,ZO,NB,ZO,SL,PS
429,F,ZO,NB,PS,SL,ZO
430,F,ZO,NB,PB,SL,ZO
431,F,ZO,NS,NB,M,PS
432,F,ZO,NS,NS,M,PS
433,F,ZO,NS,ZO,M,ZO
434,F,ZO,NS,PS,M,ZO
435,F,ZO,NS,PB,M,ZO
436,F,ZO,ZO,NB,M,ZO
437,F,ZO,ZO,NS,M,ZO
438,F,ZO,ZO,ZO,M,ZO
439,F,ZO,ZO,PS,M,ZO
440,F,ZO,ZO,PB,M,ZO
441,F,ZO,PS,NB,M,ZO
442,F,ZO,PS,NS,M,ZO
443,F,ZO,PS,ZO,M,ZO
444,F,ZO,PS,PS,M,NS
445,F,ZO,PS,PB,M,NS
446,F,ZO,PB,NB,SL,ZO
447,F,ZO,PB,NS,SL,ZO
448,F,ZO,PB,ZO,SL,NS
449,F,ZO,PB,PS,SL,NS
450,F,ZO,PB,PB,SL,NS
451,F,PS,NB,NB,M,PS
452,F,PS,NB,NS,M,PS
453,F,PS,NB,ZO,M,PS
454,F,PS,NB,PS,M,ZO
455,F,PS,NB,PB,M,ZO
456,F,PS,NS,NB,F,PS
457,F,PS,NS,NS,F,PS
458,F,PS,NS,ZO,F,ZO
459,F,PS,NS,PS,F,ZO
460,F,PS,NS,PB,F,ZO
461,F,PS,ZO,NB,F,ZO
462,F,PS,ZO,NS,F,ZO
463,F,PS,ZO,ZO,F,ZO
464,F,PS,ZO,PS,F,ZO
465,F,PS,ZO,PB,F,ZO
466,F,PS,PS,NB,F,ZO
467,F,PS,PS,NS,F,ZO
468,F,PS,PS,ZO,F,ZO
469,F,PS,PS,PS,F,NS
470,F,PS,PS,PB,F,NS
471,F,PS,PB,NB,M,ZO
472,F,PS,PB,NS,M,ZO
473,F,PS,PB,ZO,M,NS
474,F,PS,PB,PS,M,NS
475,F,PS,PB,PB,M,NS
476,F,PB,NB,NB,M,PS
477,F,PB,NB,NS,M,PS
478,F,PB,NB,ZO,M,PS
479,F,PB,NB,PS,M,ZO
480,F,PB,NB,PB,M,ZO
481,F,PB,NS,NB,F,PS
482,F,PB,NS,NS,F,PS
483,F,PB,NS,ZO,F,ZO
484,F,PB,NS,PS,F,ZO
485,F,PB,NS,PB,F,ZO
486,F,PB,ZO,NB,F,ZO
487,F,PB,ZO,NS,F,ZO
488,F,PB,ZO,ZO,F,ZO
489,F,PB,ZO,PS,F,ZO
490,F,PB,ZO,PB,F,ZO
491,F,PB,PS,NB,F,ZO
492,F,PB,PS,NS,F,ZO
493,F,PB,PS,ZO,F,ZO
494,F,PB,PS,PS,F,NS
495,F,PB,PS,PB,F,NS
496,F,PB,PB,NB,M,ZO
497,F,PB,PB,NS,M,ZO
498,F,PB,PB,ZO,M,NS
499,F,PB,PB,PS,M,NS
500,F,PB,PB,PB,M,NS
501,VF,NB,NB,NB,SL,PS
502,VF,NB,NB,NS,SL,PS
503,VF,NB,NB,ZO,SL,PS
504,VF,NB,NB,PS,SL,ZO
505,VF,NB,NB,PB,SL,ZO
506,VF,NB,NS,NB,M,PS
507,VF,NB,NS,NS,M,PS
508,VF,NB,NS,ZO,M,ZO
509,VF,NB,NS,PS,M,ZO
510,VF,NB,NS,PB,M,ZO
511,VF,NB,ZO,NB,M,ZO
512,VF,NB,ZO,NS,M,ZO
513,VF,NB,ZO,ZO,M,ZO
514,VF,NB,ZO,PS,M,ZO
515,VF,NB,ZO,PB,M,ZO
516,VF,NB,PS,NB,M,ZO
517,VF,NB,PS,NS,M,ZO
518,VF,NB,PS,ZO,M,ZO
519,VF,NB,PS,PS,M,NS
520,VF,NB,PS,PB,M,NS
521,VF,NB,PB,NB,SL,ZO
522,VF,NB,PB,NS,SL,ZO
523,VF,NB,PB,ZO,SL,NS
524,VF,NB,PB,PS,SL,NS
525,VF,NB,PB,PB,SL,NS
526,VF,NS,NB,NB,SL,PS
527,VF,NS,NB,NS,SL,PS
528,VF,NS,NB,ZO,SL,PS
529,VF,NS,NB,PS,SL,ZO
530,VF,NS,NB,PB,SL,ZO
531,VF,NS,NS,NB,M,PS
532,VF,NS,NS,NS,M,PS
533,VF,NS,NS,ZO,M,ZO
534,VF,NS,NS,PS,M,ZO
535,VF,NS,NS,PB,M,ZO
536,VF,NS,ZO,NB,M,ZO
537,VF,NS,ZO,NS,M,ZO
538,VF,NS,ZO,ZO,M,ZO
539,VF,NS,ZO,PS,M,ZO
540,VF,NS,ZO,PB,M,ZO
541,VF,NS,PS,NB,M,ZO
542,VF,NS,PS,NS,M,ZO
543,VF,NS,PS,ZO,M,ZO
544,VF,NS,PS,PS,M,NS
545,VF,NS,PS,PB,M,NS
546,VF,NS,PB,NB,SL,ZO
547,VF,NS,PB,NS,SL,ZO
548,VF,NS,PB,ZO,SL,NS
549,VF,NS,PB,PS,SL,NS
550,VF,NS,PB,PB,SL,NS
551,VF,ZO,NB,NB,M,PS
552,VF,ZO,NB,NS,M,PS
553,VF,ZO,NB,ZO,M,PS
554,VF,ZO,NB,PS,M,ZO
555,VF,ZO,NB,PB,M,ZO
556,VF,ZO,NS,NB,F,PS
557,VF,ZO,NS,NS,F,PS
558,VF,ZO,NS,ZO,F,ZO
559,VF,ZO,NS,PS,F,ZO
560,VF,ZO,NS,PB,F,ZO
561,VF,ZO,ZO,NB,F,ZO
562,VF,ZO,ZO,NS,F,ZO
563,VF,ZO,ZO,ZO,F,ZO
564,VF,ZO,ZO,PS,F,ZO
565,VF,ZO,ZO,PB,F,ZO
566,VF,ZO,PS,NB,F,ZO
567,VF,ZO,PS,NS,F,ZO
568,VF,ZO,PS,ZO,F,ZO
569,VF,ZO,PS,PS,F,NS
570,VF,ZO,PS,PB,F,NS
571,VF,ZO,PB,NB,M,ZO
572,VF,ZO,PB,NS,M,ZO
573,VF,ZO,PB,ZO,M,NS
574,VF,ZO,PB,PS,M,NS
575,VF,ZO,PB,PB,M,NS
576,VF,PS,NB,NB,M,PS
577,VF,PS,NB,NS,M,PS
578,VF,PS,NB,ZO,M,PS
579,VF,PS,NB,PS,M,ZO
580,VF,PS,NB,PB,M,ZO
581,VF,PS,NS,NB,F,PS
582,VF,PS,NS,NS,F,PS
583,VF,PS,NS,ZO,F,ZO
584,VF,PS,NS,PS,F,ZO
585,VF,PS,NS,PB,F,ZO
586,VF,PS,ZO,NB,F,ZO
587,VF,PS,ZO,NS,F,ZO
588,VF,PS,ZO,ZO,F,ZO
589,VF,PS,ZO,PS,F,ZO
590,VF,PS,ZO,PB,F,ZO
591,VF,PS,PS,NB,F,ZO
592,VF,PS,PS,NS,F,ZO
593,VF,PS,PS,ZO,F,ZO
594,VF,PS,PS,PS,F,NS
595,VF,PS,PS,PB,F,NS
596,VF,PS,PB,NB,M,ZO
597,VF,PS,PB,NS,M,ZO
598,VF,PS,PB,ZO,M,NS
599,VF,PS,PB,PS,M,NS
600,VF,PS,PB,PB,M,NS
601,VF,PB,NB,NB,M,PS
602,VF,PB,NB,NS,M,PS
603,VF,PB,NB,ZO,M,PS
604,VF,PB,NB,PS,M,ZO
605,VF,PB,NB,PB,M,ZO
606,VF,PB,NS,NB,F,PS
607,VF,PB,NS,NS,F,PS
608,VF,PB,NS,ZO,F,ZO
609,VF,PB,NS,PS,F,ZO
610,VF,PB,NS,PB,F,ZO
611,VF,PB,ZO,NB,F,ZO
612,VF,PB,ZO,NS,F,ZO
613,VF,PB,ZO,ZO,F,ZO
614,VF,PB,ZO,PS,F,ZO
615,VF,PB,ZO,PB,F,ZO
616,VF,PB,PS,NB,F,ZO
617,VF,PB,PS,NS,F,ZO
618,VF,PB,PS,ZO,F,ZO
619,VF,PB,PS,PS,F,NS
620,VF,PB,PS,PB,F,NS
621,VF,PB,PB,NB,M,ZO
622,VF,PB,PB,NS,M,ZO
623,VF,PB,PB,ZO,M,NS
624,VF,PB,PB,PS,M,NS
625,VF,PB,PB,PB,M,NS
