Rule_ID,e_d (Forward Distance Error),e_d_dot (Forward Distance Error Rate),e_l (Lateral Error),e_l_dot (Lateral Error Rate),v (Linear Velocity),omega (Angular Velocity)
132,N,NB,NS,NS,S,PB
133,N,NB,NS,ZO,S,PB
134,N,NB,NS,PS,S,PB
135,N,NB,NS,PB,S,ZO
136,N,NB,ZO,NB,S,PB
137,N,NB,ZO,NS,S,PB
138,N,NB,ZO,ZO,S,ZO
139,N,NB,ZO,PS,S,NB
140,N,NB,ZO,PB,S,NB
141,N,NB,PS,NB,S,ZO
142,N,NB,PS,NS,S,NB
143,N,NB,PS,ZO,S,NB
144,N,NB,PS,PS,S,NB
145,N,NB,PS,PB,S,NB
146,N,NB,PB,NB,S,ZO
147,N,NB,PB,NS,S,NB
148,N,NB,PB,ZO,S,NB
149,N,NB,PB,PS,S,NB
150,N,NB,PB,PB,S,NB
151,N,NS,NB,NB,S,PB
152,N,NS,NB,NS,S,PB
153,N,NS,NB,ZO,S,PB
154,N,NS,NB,PS,S,PB
155,N,NS,NB,PB,S,ZO
156,N,NS,NS,NB,S,PB
157,N,NS,NS,NS,S,PB
158,N,NS,NS,ZO,S,PB
159,N,NS,NS,PS,S,PB
160,N,NS,NS,PB,S,ZO
161,N,NS,ZO,NB,VS,PB
162,N,NS,ZO,NS,VS,PB
163,N,NS,ZO,ZO,VS,ZO
164,N,NS,ZO,PS,VS,NB
165,N,NS,ZO,PB,VS,NB
166,N,NS,PS,NB,S,ZO
167,N,NS,PS,NS,S,NB
168,N,NS,PS,ZO,S,NB
169,N,NS,PS,PS,S,NB
170,N,NS,PS,PB,S,NB
171,N,NS,PB,NB,S,ZO
172,N,NS,PB,NS,S,NB
173,N,NS,PB,ZO,S,NB
174,N,NS,PB,PS,S,NB
175,N,NS,PB,PB,S,NB
176,N,ZO,NB,NB,S,PB
177,N,ZO,NB,NS,S,PB
178,N,ZO,NB,ZO,S,PB
179,N,ZO,NB,PS,S,PB
180,N,ZO,NB,PB,S,ZO
181,N,ZO,NS,NB,VS,PB
182,N,ZO,NS,NS,VS,PB
183,N,ZO,NS,ZO,VS,PB
184,N,ZO,NS,PS,VS,PB
185,N,ZO,NS,PB,VS,ZO
186,N,ZO,ZO,NB,SL,PB
187,N,ZO,ZO,NS,SL,PB
188,N,ZO,ZO,ZO,SL,ZO
189,N,ZO,ZO,PS,SL,NB
190,N,ZO,ZO,PB,SL,NB
191,N,ZO,PS,NB,VS,ZO
192,N,ZO,PS,NS,VS,NB
193,N,ZO,PS,ZO,VS,NB
194,N,ZO,PS,PS,VS,NB
195,N,ZO,PS,PB,VS,NB
196,N,ZO,PB,NB,S,ZO
197,N,ZO,PB,NS,S,NB
198,N,ZO,PB,ZO,S,NB
199,N,ZO,PB,PS,S,NB
200,N,ZO,PB,PB,S,NB
201,N,PS,NB,NB,VS,PB
202,N,PS,NB,NS,VS,PB
203,N,PS,NB,ZO,VS,PB
204,N,PS,NB,PS,VS,PB
205,N,PS,NB,PB,VS,ZO
206,N,PS,NS,NB,SL,PB
207,N,PS,NS,NS,SL,PB
208,N,PS,NS,ZO,SL,PB
209,N,PS,NS,PS,SL,PB
210,N,PS,NS,PB,SL,ZO
211,N,PS,ZO,NB,M,PB
212,N,PS,ZO,NS,M,PB
213,N,PS,ZO,ZO,M,ZO
214,N,PS,ZO,PS,M,NB
215,N,PS,ZO,PB,M,NB
216,N,PS,PS,NB,SL,ZO
217,N,PS,PS,NS,SL,NB
218,N,PS,PS,ZO,SL,NB
219,N,PS,PS,PS,SL,NB
220,N,PS,PS,PB,SL,NB
221,N,PS,PB,NB,VS,ZO
222,N,PS,PB,NS,VS,NB
223,N,PS,PB,ZO,VS,NB
224,N,PS,PB,PS,VS,NB
225,N,PS,PB,PB,VS,NB
226,N,PB,NB,NB,VS,PB
227,N,PB,NB,NS,VS,PB
228,N,PB,NB,ZO,VS,PB
229,N,PB,NB,PS,VS,PB
230,N,PB,NB,PB,VS,ZO
231,N,PB,NS,NB,SL,PB
232,N,PB,NS,NS,SL,PB
233,N,PB,NS,ZO,SL,PB
234,N,PB,NS,PS,SL,PB
235,N,PB,NS,PB,SL,ZO
236,N,PB,ZO,NB,M,PB
237,N,PB,ZO,NS,M,PB
238,N,PB,ZO,ZO,M,ZO
239,N,PB,ZO,PS,M,NB
240,N,PB,ZO,PB,M,NB
241,N,PB,PS,NB,SL,ZO
242,N,PB,PS,NS,SL,NB
243,N,PB,PS,ZO,SL,NB
244,N,PB,PS,PS,SL,NB
245,N,PB,PS,PB,SL,NB
246,N,PB,PB,NB,VS,ZO
247,N,PB,PB,NS,VS,NB
248,N,PB,PB,ZO,VS,NB
249,N,PB,PB,PS,VS,NB
250,N,PB,PB,PB,VS,NB
251,M,NB,NB,NB,S,PB
252,M,NB,NB,NS,S,PB
253,M,NB,NB,ZO,S,PS
254,M,NB,NB,PS,S,PS
255,M,NB,NB,PB,S,ZO
256,M,NB,NS,NB,S,PB
257,M,NB,NS,NS,S,PB
258,M,NB,NS,ZO,S,PS
259,M,NB,NS,PS,S,PS
260,M,NB,NS,PB,S,ZO
261,M,NB,ZO,NB,VS,PS
262,M,NB,ZO,NS,VS,PS
263,M,NB,ZO,ZO,VS,ZO
264,M,NB,ZO,PS,VS,NS
265,M,NB,ZO,PB,VS,NB
266,M,NB,PS,NB,S,ZO
267,M,NB,PS,NS,S,NS
268,M,NB,PS,ZO,S,NS
269,M,NB,PS,PS,S,NS
270,M,NB,PS,PB,S,NB
271,M,NB,PB,NB,S,ZO
272,M,NB,PB,NS,S,NS
273,M,NB,PB,ZO,S,NB
274,M,NB,PB,PS,S,NB
275,M,NB,PB,PB,S,NB
276,M,NS,NB,NB,S,PB
277,M,NS,NB,NS,S,PB
278,M,NS,NB,ZO,S,PS
279,M,NS,NB,PS,S,PS
280,M,NS,NB,PB,S,ZO
281,M,NS,NS,NB,VS,PB
282,M,NS,NS,NS,VS,PB
283,M,NS,NS,ZO,VS,PS
284,M,NS,NS,PS,VS,PS
285,M,NS,NS,PB,VS,ZO
286,M,NS,ZO,NB,SL,PS
287,M,NS,ZO,NS,SL,PS
288,M,NS,ZO,ZO,SL,ZO
289,M,NS,ZO,PS,SL,NS
290,M,NS,ZO,PB,SL,NB
291,M,NS,PS,NB,VS,ZO
292,M,NS,PS,NS,VS,NS
293,M,NS,PS,ZO,VS,NS
294,M,NS,PS,PS,VS,NS
295,M,NS,PS,PB,VS,NB
296,M,NS,PB,NB,S,ZO
297,M,NS,PB,NS,S,NS
298,M,NS,PB,ZO,S,NB
299,M,NS,PB,PS,S,NB
300,M,NS,PB,PB,S,NB
301,M,ZO,NB,NB,VS,PB
302,M,ZO,NB,NS,VS,PB
303,M,ZO,NB,ZO,VS,PS
304,M,ZO,NB,PS,VS,PS
305,M,ZO,NB,PB,VS,ZO
306,M,ZO,NS,NB,SL,PB
307,M,ZO,NS,NS,SL,PB
308,M,ZO,NS,ZO,SL,PS
309,M,ZO,NS,PS,SL,PS
310,M,ZO,NS,PB,SL,ZO
311,M,ZO,ZO,NB,M,PS
312,M,ZO,ZO,NS,M,PS
313,M,ZO,ZO,ZO,M,ZO
314,M,ZO,ZO,PS,M,NS
315,M,ZO,ZO,PB,M,NB
316,M,ZO,PS,NB,SL,ZO
317,M,ZO,PS,NS,SL,NS
318,M,ZO,PS,ZO,SL,NS
319,M,ZO,PS,PS,SL,NS
320,M,ZO,PS,PB,SL,NB
321,M,ZO,PB,NB,VS,ZO
322,M,ZO,PB,NS,VS,NS
323,M,ZO,PB,ZO,VS,NB
324,M,ZO,PB,PS,VS,NB
325,M,ZO,PB,PB,VS,NB
326,M,PS,NB,NB,VS,PB
327,M,PS,NB,NS,VS,PB
328,M,PS,NB,ZO,VS,PS
329,M,PS,NB,PS,VS,PS
330,M,PS,NB,PB,VS,ZO
331,M,PS,NS,NB,SL,PB
332,M,PS,NS,NS,SL,PB
333,M,PS,NS,ZO,SL,PS
334,M,PS,NS,PS,SL,PS
335,M,PS,NS,PB,SL,ZO
336,M,PS,ZO,NB,M,PS
337,M,PS,ZO,NS,M,PS
338,M,PS,ZO,ZO,M,ZO
339,M,PS,ZO,PS,M,NS
340,M,PS,ZO,PB,M,NB
341,M,PS,PS,NB,SL,ZO
342,M,PS,PS,NS,SL,NS
343,M,PS,PS,ZO,SL,NS
344,M,PS,PS,PS,SL,NS
345,M,PS,PS,PB,SL,NB
346,M,PS,PB,NB,VS,ZO
347,M,PS,PB,NS,VS,NS
348,M,PS,PB,ZO,VS,NB
349,M,PS,PB,PS,VS,NB
350,M,PS,PB,PB,VS,NB
351,M,PB,NB,NB,SL,PB
352,M,PB,NB,NS,SL,PB
353,M,PB,NB,ZO,SL,PS
354,M,PB,NB,PS,SL,PS
355,M,PB,NB,PB,SL,ZO
356,M,PB,NS,NB,M,PB
357,M,PB,NS,NS,M,PB
358,M,PB,NS,ZO,M,PS
359,M,PB,NS,PS,M,PS
360,M,PB,NS,PB,M,ZO
361,M,PB,ZO,NB,F,PS
362,M,PB,ZO,NS,F,PS
363,M,PB,ZO,ZO,F,ZO
364,M,PB,ZO,PS,F,NS
365,M,PB,ZO,PB,F,NB
366,M,PB,PS,NB,M,ZO
367,M,PB,PS,NS,M,NS
368,M,PB,PS,ZO,M,NS
369,M,PB,PS,PS,M,NS
370,M,PB,PS,PB,M,NB
371,M,PB,PB,NB,SL,ZO
372,M,PB,PB,NS,SL,NS
373,M,PB,PB,ZO,SL,NB
374,M,PB,PB,PS,SL,NB
375,M,PB,PB,PB,SL,NB
376,F,NB,NB,NB,S,PS
377,F,NB,NB,NS,S,PS
378,F,NB,NB,ZO,S,ZO
379,F,NB,NB,PS,S,ZO
380,F,NB,NB,PB,S,ZO
381,F,NB,NS,NB,VS,PS
382,F,NB,NS,NS,VS,PS
383,F,NB,NS,ZO,VS,ZO
384,F,NB,NS,PS,VS,ZO
385,F,NB,NS,PB,VS,ZO
386,F,NB,ZO,NB,SL,ZO
387,F,NB,ZO,NS,SL,ZO
388,F,NB,ZO,ZO,SL,ZO
389,F,NB,ZO,PS,SL,ZO
390,F,NB,ZO,PB,SL,NS
391,F,NB,PS,NB,VS,ZO
392,F,NB,PS,NS,VS,ZO
393,F,NB,PS,ZO,VS,ZO
394,F,NB,PS,PS,VS,ZO
395,F,NB,PS,PB,VS,NS
396,F,NB,PB,NB,S,ZO
397,F,NB,PB,NS,S,ZO
398,F,NB,PB,ZO,S,NS
399,F,NB,PB,PS,S,NS
400,F,NB,PB,PB,S,NS
401,F,NS,NB,NB,VS,PS
402,F,NS,NB,NS,VS,PS
403,F,NS,NB,ZO,VS,ZO
404,F,NS,NB,PS,VS,ZO
405,F,NS,NB,PB,VS,ZO
406,F,NS,NS,NB,SL,PS
407,F,NS,NS,NS,SL,PS
408,F,NS,NS,ZO,SL,ZO
409,F,NS,NS,PS,SL,ZO
410,F,NS,NS,PB,SL,ZO
411,F,NS,ZO,NB,M,ZO
412,F,NS,ZO,NS,M,ZO
413,F,NS,ZO,ZO,M,ZO
414,F,NS,ZO,PS,M,ZO
415,F,NS,ZO,PB,M,NS
416,F,NS,PS,NB,SL,ZO
417,F,NS,PS,NS,SL,ZO
418,F,NS,PS,ZO,SL,ZO
419,F,NS,PS,PS,SL,ZO
420,F,NS,PS,PB,SL,NS
421,F,NS,PB,NB,VS,ZO
422,F,NS,PB,NS,VS,ZO
423,F,NS,PB,ZO,VS,NS
424,F,NS,PB,PS,VS,NS
425,F,NS,PB,PB,VS,NS
426,F,ZO,NB,NB,VS,PS
427,F,ZO,NB,NS,VS,PS
428,F,ZO,NB,ZO,VS,ZO
429,F,ZO,NB,PS,VS,ZO
430,F,ZO,NB,PB,VS,ZO
431,F,ZO,NS,NB,SL,PS
432,F,ZO,NS,NS,SL,PS
433,F,ZO,NS,ZO,SL,ZO
434,F,ZO,NS,PS,SL,ZO
435,F,ZO,NS,PB,SL,ZO
436,F,ZO,ZO,NB,M,ZO
437,F,ZO,ZO,NS,M,ZO
438,F,ZO,ZO,ZO,M,ZO
439,F,ZO,ZO,PS,M,ZO
440,F,ZO,ZO,PB,M,NS
441,F,ZO,PS,NB,SL,ZO
442,F,ZO,PS,NS,SL,ZO
443,F,ZO,PS,ZO,SL,ZO
444,F,ZO,PS,PS,SL,ZO
445,F,ZO,PS,PB,SL,NS
446,F,ZO,PB,NB,VS,ZO
447,F,ZO,PB,NS,VS,ZO
448,F,ZO,PB,ZO,VS,NS
449,F,ZO,PB,PS,VS,NS
450,F,ZO,PB,PB,VS,NS
451,F,PS,NB,NB,SL,PS
452,F,PS,NB,NS,SL,PS
453,F,PS,NB,ZO,SL,ZO
454,F,PS,NB,PS,SL,ZO
455,F,PS,NB,PB,SL,ZO
456,F,PS,NS,NB,M,PS
457,F,PS,NS,NS,M,PS
458,F,PS,NS,ZO,M,ZO
459,F,PS,NS,PS,M,ZO
460,F,PS,NS,PB,M,ZO
461,F,PS,ZO,NB,F,ZO
462,F,PS,ZO,NS,F,ZO
463,F,PS,ZO,ZO,F,ZO
464,F,PS,ZO,PS,F,ZO
465,F,PS,ZO,PB,F,NS
466,F,PS,PS,NB,M,ZO
467,F,PS,PS,NS,M,ZO
468,F,PS,PS,ZO,M,ZO
469,F,PS,PS,PS,M,ZO
470,F,PS,PS,PB,M,NS
471,F,PS,PB,NB,SL,ZO
472,F,PS,PB,NS,SL,ZO
473,F,PS,PB,ZO,SL,NS
474,F,PS,PB,PS,SL,NS
475,F,PS,PB,PB,SL,NS
476,F,PB,NB,NB,SL,PS
477,F,PB,NB,NS,SL,PS
478,F,PB,NB,ZO,SL,ZO
479,F,PB,NB,PS,SL,ZO
480,F,PB,NB,PB,SL,ZO
481,F,PB,NS,NB,M,PS
482,F,PB,NS,NS,M,PS
483,F,PB,NS,ZO,M,ZO
484,F,PB,NS,PS,M,ZO
485,F,PB,NS,PB,M,ZO
486,F,PB,ZO,NB,F,ZO
487,F,PB,ZO,NS,F,ZO
488,F,PB,ZO,ZO,F,ZO
489,F,PB,ZO,PS,F,ZO
490,F,PB,ZO,PB,F,NS
491,F,PB,PS,NB,M,ZO
492,F,PB,PS,NS,M,ZO
493,F,PB,PS,ZO,M,ZO
494,F,PB,PS,PS,M,ZO
495,F,PB,PS,PB,M,NS
496,F,PB,PB,NB,SL,ZO
497,F,PB,PB,NS,SL,ZO
498,F,PB,PB,ZO,SL,NS
499,F,PB,PB,PS,SL,NS
500,F,PB,PB,PB,SL,NS
501,VF,NB,NB,NB,VS,ZO
502,VF,NB,NB,NS,VS,ZO
503,VF,NB,NB,ZO,VS,ZO
504,VF,NB,NB,PS,VS,ZO
505,VF,NB,NB,PB,VS,ZO
506,VF,NB,NS,NB,SL,ZO
507,VF,NB,NS,NS,SL,ZO
508,VF,NB,NS,ZO,SL,ZO
509,VF,NB,NS,PS,SL,ZO
510,VF,NB,NS,PB,SL,ZO
511,VF,NB,ZO,NB,M,ZO
512,VF,NB,ZO,NS,M,ZO
513,VF,NB,ZO,ZO,M,ZO
514,VF,NB,ZO,PS,M,ZO
515,VF,NB,ZO,PB,M,ZO
516,VF,NB,PS,NB,SL,ZO
517,VF,NB,PS,NS,SL,ZO
518,VF,NB,PS,ZO,SL,ZO
519,VF,NB,PS,PS,SL,ZO
520,VF,NB,PS,PB,SL,ZO
521,VF,NB,PB,NB,VS,ZO
522,VF,NB,PB,NS,VS,ZO
523,VF,NB,PB,ZO,VS,ZO
524,VF,NB,PB,PS,VS,ZO
525,VF,NB,PB,PB,VS,ZO
526,VF,NS,NB,NB,VS,ZO
527,VF,NS,NB,NS,VS,ZO
528,VF,NS,NB,ZO,VS,ZO
529,VF,NS,NB,PS,VS,ZO
530,VF,NS,NB,PB,VS,ZO
531,VF,NS,NS,NB,SL,ZO
532,VF,NS,NS,NS,SL,ZO
533,VF,NS,NS,ZO,SL,ZO
534,VF,NS,NS,PS,SL,ZO
535,VF,NS,NS,PB,SL,ZO
536,VF,NS,ZO,NB,M,ZO
537,VF,NS,ZO,NS,M,ZO
538,VF,NS,ZO,ZO,M,ZO
539,VF,NS,ZO,PS,M,ZO
540,VF,NS,ZO,PB,M,ZO
541,VF,NS,PS,NB,SL,ZO
542,VF,NS,PS,NS,SL,ZO
543,VF,NS,PS,ZO,SL,ZO
544,VF,NS,PS,PS,SL,ZO
545,VF,NS,PS,PB,SL,ZO
546,VF,NS,PB,NB,VS,ZO
547,VF,NS,PB,NS,VS,ZO
548,VF,NS,PB,ZO,VS,ZO
549,VF,NS,PB,PS,VS,ZO
550,VF,NS,PB,PB,VS,ZO
551,VF,ZO,NB,NB,VS,ZO
552,VF,ZO,NB,NS,VS,ZO
553,VF,ZO,NB,ZO,VS,ZO
554,VF,ZO,NB,PS,VS,ZO
555,VF,ZO,NB,PB,VS,ZO
556,VF,ZO,NS,NB,SL,ZO
557,VF,ZO,NS,NS,SL,ZO
558,VF,ZO,NS,ZO,SL,ZO
559,VF,ZO,NS,PS,SL,ZO
560,VF,ZO,NS,PB,SL,ZO
561,VF,ZO,ZO,NB,M,ZO
562,VF,ZO,ZO,NS,M,ZO
563,VF,ZO,ZO,ZO,M,ZO
564,VF,ZO,ZO,PS,M,ZO
565,VF,ZO,ZO,PB,M,ZO
566,VF,ZO,PS,NB,SL,ZO
567,VF,ZO,PS,NS,SL,ZO
568,VF,ZO,PS,ZO,SL,ZO
569,VF,ZO,PS,PS,SL,ZO
570,VF,ZO,PS,PB,SL,ZO
571,VF,ZO,PB,NB,VS,ZO
572,VF,ZO,PB,NS,VS,ZO
573,VF,ZO,PB,ZO,VS,ZO
574,VF,ZO,PB,PS,VS,ZO
575,VF,ZO,PB,PB,VS,ZO
576,VF,PS,NB,NB,SL,ZO
577,VF,PS,NB,NS,SL,ZO
578,VF,PS,NB,ZO,SL,ZO
579,VF,PS,NB,PS,SL,ZO
580,VF,PS,NB,PB,SL,ZO
581,VF,PS,NS,NB,M,ZO
582,VF,PS,NS,NS,M,ZO
583,VF,PS,NS,ZO,M,ZO
584,VF,PS,NS,PS,M,ZO
585,VF,PS,NS,PB,M,ZO
586,VF,PS,ZO,NB,F,ZO
587,VF,PS,ZO,NS,F,ZO
588,VF,PS,ZO,ZO,F,ZO
589,VF,PS,ZO,PS,F,ZO
590,VF,PS,ZO,PB,F,ZO
591,VF,PS,PS,NB,M,ZO
592,VF,PS,PS,NS,M,ZO
593,VF,PS,PS,ZO,M,ZO
594,VF,PS,PS,PS,M,ZO
595,VF,PS,PS,PB,M,ZO
596,VF,PS,PB,NB,SL,ZO
597,VF,PS,PB,NS,SL,ZO
598,VF,PS,PB,ZO,SL,ZO
599,VF,PS,PB,PS,SL,ZO
600,VF,PS,PB,PB,SL,ZO
601,VF,PB,NB,NB,SL,ZO
602,VF,PB,NB,NS,SL,ZO
603,VF,PB,NB,ZO,SL,ZO
604,VF,PB,NB,PS,SL,ZO
605,VF,PB,NB,PB,SL,ZO
606,VF,PB,NS,NB,M,ZO
607,VF,PB,NS,NS,M,ZO
608,VF,PB,NS,ZO,M,ZO
609,VF,PB,NS,PS,M,ZO
610,VF,PB,NS,PB,M,ZO
611,VF,PB,ZO,NB,F,ZO
612,VF,PB,ZO,NS,F,ZO
613,VF,PB,ZO,ZO,F,ZO
614,VF,PB,ZO,PS,F,ZO
615,VF,PB,ZO,PB,F,ZO
616,VF,PB,PS,NB,M,ZO
617,VF,PB,PS,NS,M,ZO
618,VF,PB,PS,ZO,M,ZO
619,VF,PB,PS,PS,M,ZO
620,VF,PB,PS,PB,M,ZO
621,VF,PB,PB,NB,SL,ZO
622,VF,PB,PB,NS,SL,ZO
623,VF,PB,PB,ZO,SL,ZO
624,VF,PB,PB,PS,SL,ZO
625,VF,PB,PB,PB,SL,ZO
